Возраст,Пол,Квалификация,Стаж,Семейное положение,Иждивенцы,Срок проживания,Иностранное гражданство,Телефон,Банковский счет,Сберегательный счет,Собственность,Плата за жилье,Кредитный рейтинг,Число кредитов,Другие кредиты,Сумма,Срок,Процентная ставка платежа,Поручители,Цель,Класс
692,29.0,1,2,1.0,никогда не состоял(а),1,1,1,0,1,2,автомобиль,собственность,2,1,нет,2896,24,2,нет,радио/телевидение,1
693,44.0,1,1,1.0,никогда не состоял(а),2,3,1,0,-1,0,недвижимость,собственность,0,2,нет,4716,6,1,нет,автомобиль (новый),1
694,28.0,1,2,,никогда не состоял(а),1,2,1,1,0,1,автомобиль,собственность,2,1,нет,2284,24,4,нет,,1
695,50.0,1,2,2.0,никогда не состоял(а),1,4,1,0,0,3,страхование жизни/сберегательный договор,аренда,2,1,нет,1236,6,2,нет,автомобиль (б/у),1
696,29.0,1,2,3.0,никогда не состоял(а),1,3,0,0,1,1,недвижимость,собственность,2,2,нет,1103,12,4,поручитель,радио/телевидение,1
697,38.0,0,0,0.0,замужем/живет раздельно/разведена,1,2,1,0,0,1,страхование жизни/сберегательный договор,собственность,0,1,нет,926,12,1,нет,автомобиль (новый),1
698,24.0,1,2,2.0,никогда не состоял(а),1,2,1,0,0,1,автомобиль,собственность,0,2,нет,1800,18,4,нет,радио/телевидение,1
699,40.0,1,3,4.0,никогда не состоял(а),1,4,1,1,2,1,автомобиль,аренда,2,1,нет,1905,15,4,нет,образование,1
700,29.0,0,1,2.0,замужем/живет раздельно/разведена,1,4,1,0,0,3,автомобиль,аренда,2,1,нет,1123,12,4,нет,мебель/оборудование,0
701,46.0,1,2,4.0,никогда не состоял(а),1,4,1,1,-1,1,неизвестно/нет собственности,бесплатно,0,2,нет,6331,48,4,нет,,0
702,47.0,0,2,4.0,замужем/живет раздельно/разведена,1,2,1,1,2,2,неизвестно/нет собственности,бесплатно,2,1,нет,1377,24,4,нет,радио/телевидение,1
703,41.0,1,2,4.0,никогда не состоял(а),1,2,1,0,1,2,страхование жизни/сберегательный договор,собственность,1,2,магазин,2503,30,4,нет,бизнес,1
704,32.0,0,2,1.0,замужем/живет раздельно/разведена,2,1,1,1,1,1,страхование жизни/сберегательный договор,собственность,2,1,нет,2528,27,4,нет,бизнес,1
705,35.0,0,2,,замужем/живет раздельно/разведена,1,4,1,0,0,3,неизвестно/нет собственности,бесплатно,2,1,нет,5324,15,1,нет,автомобиль (новый),1
706,24.0,1,2,3.0,никогда не состоял(а),1,2,1,0,1,2,страхование жизни/сберегательный договор,собственность,2,1,нет,6560,48,3,нет,автомобиль (новый),0
707,25.0,0,2,1.0,замужем/живет раздельно/разведена,1,3,1,0,1,1,страхование жизни/сберегательный договор,аренда,4,2,нет,2969,12,4,нет,мебель/оборудование,0
708,25.0,0,2,4.0,замужем/живет раздельно/разведена,1,4,1,0,1,1,недвижимость,собственность,2,1,нет,1206,9,4,нет,радио/телевидение,1
709,37.0,1,1,2.0,никогда не состоял(а),2,2,1,0,1,1,недвижимость,собственность,2,1,нет,2118,9,2,нет,радио/телевидение,1
710,,1,3,4.0,никогда не состоял(а),1,3,1,1,0,3,страхование жизни/сберегательный договор,собственность,0,2,банк,629,18,4,нет,,1
711,35.0,0,2,4.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,неизвестно/нет собственности,бесплатно,3,1,нет,1198,6,4,нет,,0
712,46.0,1,3,4.0,никогда не состоял(а),1,4,1,1,0,0,недвижимость,собственность,2,1,нет,2476,21,4,нет,автомобиль (б/у),1
713,25.0,1,1,2.0,никогда не состоял(а),1,4,1,0,-1,1,недвижимость,собственность,0,2,нет,1138,9,4,нет,радио/телевидение,1
714,,1,3,3.0,никогда не состоял(а),1,2,1,1,1,1,неизвестно/нет собственности,собственность,2,1,нет,14027,60,4,нет,автомобиль (новый),0
715,63.0,1,2,4.0,никогда не состоял(а),1,4,1,0,0,0,автомобиль,собственность,0,2,нет,7596,30,1,нет,автомобиль (б/у),1
716,40.0,1,2,4.0,никогда не состоял(а),2,2,1,1,0,0,автомобиль,собственность,0,2,нет,3077,30,3,нет,радио/телевидение,1
717,32.0,1,3,2.0,никогда не состоял(а),1,2,1,1,0,1,неизвестно/нет собственности,бесплатно,2,1,нет,1505,18,4,нет,радио/телевидение,1
718,31.0,1,2,2.0,никогда не состоял(а),1,2,1,1,2,0,автомобиль,собственность,0,2,нет,3148,24,3,нет,радио/телевидение,1
719,31.0,1,2,4.0,женат/овдовел,1,4,1,1,1,2,автомобиль,собственность,4,2,банк,6148,20,3,нет,автомобиль (б/у),1
720,34.0,1,3,1.0,никогда не состоял(а),1,2,1,1,2,1,автомобиль,собственность,4,2,нет,1337,9,4,нет,радио/телевидение,0
721,24.0,0,2,1.0,замужем/живет раздельно/разведена,2,2,1,0,1,4,страхование жизни/сберегательный договор,аренда,3,1,банк,433,6,4,нет,,0
722,24.0,0,1,2.0,замужем/живет раздельно/разведена,1,2,1,0,-1,1,недвижимость,собственность,2,1,нет,1228,12,4,нет,автомобиль (новый),0
723,66.0,0,1,2.0,замужем/живет раздельно/разведена,1,3,1,0,1,3,недвижимость,собственность,2,1,нет,790,9,4,нет,радио/телевидение,1
724,21.0,0,2,2.0,замужем/живет раздельно/разведена,1,3,1,0,0,1,недвижимость,аренда,2,1,нет,2570,27,3,нет,автомобиль (новый),0
725,41.0,0,1,2.0,замужем/живет раздельно/разведена,1,2,1,0,0,4,недвижимость,собственность,0,2,банк,250,6,2,нет,автомобиль (новый),1
726,,1,1,2.0,женат/овдовел,1,2,1,0,0,3,страхование жизни/сберегательный договор,собственность,0,2,нет,1316,15,2,нет,радио/телевидение,1
727,25.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,0,-1,1,автомобиль,аренда,2,2,банк,1882,18,4,нет,радио/телевидение,0
728,59.0,0,2,4.0,замужем/живет раздельно/разведена,1,3,1,0,1,1,неизвестно/нет собственности,аренда,3,1,нет,6416,48,4,нет,бизнес,0
729,36.0,1,2,2.0,живет раздельно/разведен,1,4,1,1,2,4,недвижимость,собственность,0,2,нет,1275,24,2,,бизнес,1
730,33.0,1,2,1.0,никогда не состоял(а),1,2,1,0,1,1,автомобиль,собственность,1,1,нет,6403,24,1,нет,радио/телевидение,1
731,21.0,1,1,2.0,никогда не состоял(а),2,4,1,0,-1,1,недвижимость,аренда,2,1,нет,1987,24,2,нет,радио/телевидение,0
732,44.0,0,1,3.0,замужем/живет раздельно/разведена,1,2,1,0,1,1,недвижимость,собственность,2,1,нет,760,8,4,поручитель,радио/телевидение,1
733,28.0,0,2,2.0,замужем/живет раздельно/разведена,1,4,1,1,0,4,автомобиль,аренда,2,1,нет,2603,24,2,нет,автомобиль (б/у),1
734,37.0,0,2,3.0,замужем/живет раздельно/разведена,2,1,1,0,0,1,недвижимость,собственность,0,1,нет,3380,4,1,нет,автомобиль (новый),1
735,29.0,0,0,1.0,замужем/живет раздельно/разведена,1,2,1,0,1,0,неизвестно/нет собственности,собственность,3,1,банк,3990,36,3,нет,бытовая техника,1
736,23.0,0,3,,замужем/живет раздельно/разведена,1,4,1,0,1,1,автомобиль,аренда,2,2,нет,11560,24,1,нет,автомобиль (б/у),0
